distance,velocity,angle,rcs,label
531,53.1,681,393.43555,2
519,51.900000000000006,850,140.43964,0
531,53.1,680,408.31924,2
518,51.800000000000004,850,155.63705,0
531,53.1,680,255.78644,2
517,51.7,850,238.73236,0
532,53.2,679,338.33102,2
519,51.900000000000006,850,168.58284,0
531,53.1,679,638.59406,2
518,51.800000000000004,850,197.96779,0
532,53.2,678,446.8024,2
519,51.900000000000006,850,155.56776,0
532,53.2,677,247.46886,2
517,51.7,850,319.84222,0
532,53.2,676,215.65895,2
518,51.800000000000004,850,166.57878,0
532,53.2,675,274.1692,2
517,51.7,850,134.23917,0
532,53.2,674,252.62311,2
517,51.7,850,349.4924,0
533,53.300000000000004,672,309.8231,2
519,51.900000000000006,850,129.94623,0
533,53.300000000000004,671,339.37506,2
519,51.900000000000006,850,238.68658,0
533,53.300000000000004,670,211.88135,2
519,51.900000000000006,850,157.52553,0
533,53.300000000000004,670,353.65067,2
519,51.900000000000006,850,200.54738,0
533,53.300000000000004,669,326.55316,2
517,51.7,850,247.43419,0
534,53.400000000000006,667,192.59082,2
519,51.900000000000006,850,130.14188,0
534,53.400000000000006,666,193.17079,2
518,51.800000000000004,850,150.21555,0
535,53.5,665,213.32095,2
519,51.900000000000006,850,112.0088,0
535,53.5,664,216.73476,2
519,51.900000000000006,850,165.87341,0
535,53.5,662,480.80725,2
518,51.800000000000004,850,103.996666,0
536,53.6,661,257.54562,2
518,51.800000000000004,850,239.89313,0
536,53.6,660,317.453,2
519,51.900000000000006,850,145.59358,0
536,53.6,659,511.5819,2
519,51.900000000000006,850,194.86212,0
537,53.7,656,364.359,2
519,51.900000000000006,850,315.97504,0
537,53.7,655,339.3584,2
537,53.7,655,339.3584,2
519,51.900000000000006,850,157.76031,0
537,53.7,652,536.3528,2
538,53.800000000000004,652,536.3528,2
518,51.800000000000004,849,154.18715,0
539,53.900000000000006,651,325.50647,2
519,51.900000000000006,850,196.49094,0
538,53.800000000000004,648,328.6609,2
517,51.7,850,217.45868,0
539,53.900000000000006,647,194.9035,2
519,51.900000000000006,850,304.28485,0
539,53.900000000000006,645,503.0521,2
519,51.900000000000006,850,120.71129,0
540,54.0,644,278.7462,2
519,51.900000000000006,850,317.48895,0
541,54.1,641,296.53064,2
517,51.7,850,199.53465,0
540,54.0,639,537.74,2
519,51.900000000000006,850,283.87186,0
540,54.0,637,257.14548,2
519,51.900000000000006,850,112.45523,0
542,54.2,634,201.47684,2
518,51.800000000000004,850,232.31264,0
543,54.300000000000004,632,365.58813,2
519,51.900000000000006,850,201.30447,0
543,54.300000000000004,629,404.21332,2
519,51.900000000000006,850,139.42877,0
544,54.400000000000006,625,448.18008,2
518,51.800000000000004,850,186.33748,0
546,54.6,623,556.7655,2
517,51.7,850,192.91034,0
547,54.7,620,258.537,2
519,51.900000000000006,850,318.69818,0
547,54.7,616,737.87195,2
518,51.800000000000004,850,188.30267,0
548,54.800000000000004,613,199.48384,2
517,51.7,850,163.94478,0
549,54.900000000000006,609,248.54303,2
518,51.800000000000004,850,146.69601,0
550,55.0,605,183.0705,2
519,51.900000000000006,850,244.69482,0
551,55.1,601,387.0481,2
518,51.800000000000004,850,122.01463,0
552,55.2,595,149.66658,2
517,51.7,850,262.14734,0
554,55.400000000000006,589,283.34506,2
517,51.7,850,147.62187,0
555,55.5,583,422.0618,2
517,51.7,850,133.34299,0
556,55.6,576,303.04752,2
519,51.900000000000006,850,157.27007,0
557,55.7,569,231.6032,2
517,51.7,850,175.1748,0
558,55.800000000000004,561,651.6588,2
517,51.7,850,223.3349,0
559,55.900000000000006,553,1106.466,2
517,51.7,850,289.42935,0
562,56.2,544,334.2701,2
526,52.6,653,336.23676,2
517,51.7,850,168.49823,0
563,56.300000000000004,532,144.61696,2
519,51.900000000000006,850,239.87836,0
566,56.6,521,131.7236,2
517,51.7,850,135.84097,0
568,56.800000000000004,507,142.5495,2
519,51.900000000000006,850,106.7068,0
572,57.2,492,110.95583,2
519,51.900000000000006,850,149.30182,0
578,57.800000000000004,475,129.4072,2
517,51.7,850,106.8439,0
581,58.1,456,135.43085,2
519,51.900000000000006,850,347.1234,0
587,58.7,433,171.96811,2
526,52.6,668,258.6691,2
518,51.800000000000004,850,145.17331,0
595,59.5,408,168.11713,2
526,52.6,670,204.07588,2
517,51.7,850,119.14932,0
602,60.2,376,128.70279,2
518,51.800000000000004,850,216.99767,0
611,61.1,336,166.29317,2
519,51.900000000000006,850,209.39395,0
625,62.5,287,173.28856,2
518,51.800000000000004,850,159.92343,0
644,64.4,243,124.35892,2
526,52.6,678,243.58046,2
519,51.900000000000006,850,163.53741,0
672,67.2,212,125.12116,2
519,51.900000000000006,850,186.9431,0
707,70.7,185,143.74954,2
526,52.6,680,193.12897,2
518,51.800000000000004,850,189.32002,0
747,74.7,159,198.0998,2
517,51.7,850,158.75659,0
696,69.60000000000001,136,168.69016,2
519,51.900000000000006,850,191.0401,0
710,71.0,99,145.725,2
519,51.900000000000006,850,176.98424,0
517,51.7,850,124.408134,0
519,51.900000000000006,850,279.20795,0
519,51.900000000000006,850,177.81293,0
519,51.900000000000006,850,225.1827,0
517,51.7,850,201.81842,0
518,51.800000000000004,850,232.92825,0
519,51.900000000000006,850,209.67088,0
517,51.7,850,132.37524,0
519,51.900000000000006,850,145.57768,0
519,51.900000000000006,850,219.07079,0
519,51.900000000000006,850,359.66483,0
517,51.7,850,286.16116,0
518,51.800000000000004,850,325.7329,0
517,51.7,850,253.16124,0
519,51.900000000000006,850,204.39519,0
518,51.800000000000004,850,246.9773,0
519,51.900000000000006,850,129.69649,0
519,51.900000000000006,850,316.299,0
518,51.800000000000004,850,147.85878,0
519,51.900000000000006,850,160.74573,0
518,51.800000000000004,850,270.62125,0
519,51.900000000000006,850,123.85083,0
518,51.800000000000004,850,121.22934,0
519,51.900000000000006,850,223.80518,0
518,51.800000000000004,850,149.44212,0
519,51.900000000000006,850,173.7613,0
518,51.800000000000004,850,167.31023,0
518,51.800000000000004,850,129.39859,0
519,51.900000000000006,851,135.22896,0
518,51.800000000000004,850,255.51335,0
519,51.900000000000006,850,143.02791,0
519,51.900000000000006,850,121.589355,0
520,52.0,850,253.04297,0
521,52.1,850,131.18721,0
518,51.800000000000004,850,152.18692,0
520,52.0,849,219.47057,0
520,52.0,850,200.91736,0
516,51.6,849,169.40674,0
515,51.5,849,402.12436,0
513,51.300000000000004,849,188.3963,0
514,51.400000000000006,849,204.0637,0
514,51.400000000000006,849,121.648735,0
519,51.900000000000006,850,235.93893,0
518,51.800000000000004,850,219.89043,0
518,51.800000000000004,850,289.6111,0
518,51.800000000000004,850,203.80548,0
517,51.7,850,291.58255,0
517,51.7,850,110.08309,0
518,51.800000000000004,850,475.6418,0
518,51.800000000000004,850,241.14282,0
518,51.800000000000004,850,122.149345,0
518,51.800000000000004,850,312.91718,0
518,51.800000000000004,849,408.54828,0
518,51.800000000000004,849,207.96129,0
518,51.800000000000004,850,316.36365,0
517,51.7,850,302.06113,0
518,51.800000000000004,850,174.78624,0
517,51.7,850,137.77888,0
518,51.800000000000004,850,150.59637,0
518,51.800000000000004,850,180.33002,0
518,51.800000000000004,850,141.8617,0
518,51.800000000000004,850,234.93527,0
518,51.800000000000004,850,148.14389,0
518,51.800000000000004,850,189.72961,0
518,51.800000000000004,850,267.8731,0
518,51.800000000000004,850,382.3993,0
517,51.7,850,190.40717,0
517,51.7,850,143.9811,0
518,51.800000000000004,850,132.15125,0
517,51.7,850,183.70354,0
518,51.800000000000004,850,158.61449,0
518,51.800000000000004,850,287.0214,0
518,51.800000000000004,850,218.53471,0
518,51.800000000000004,850,154.15723,0
518,51.800000000000004,849,196.22028,0
518,51.800000000000004,850,149.91473,0
518,51.800000000000004,849,144.33386,0
518,51.800000000000004,849,170.79898,0
518,51.800000000000004,850,161.12735,0
518,51.800000000000004,850,212.8468,0
517,51.7,850,214.75978,0
518,51.800000000000004,850,140.62596,0
517,51.7,850,226.12991,0
518,51.800000000000004,850,268.7721,0
518,51.800000000000004,850,218.10529,0
517,51.7,850,141.97198,0
518,51.800000000000004,850,156.15955,0
518,51.800000000000004,850,148.1061,0
518,51.800000000000004,850,223.25975,0
518,51.800000000000004,850,133.65213,0
518,51.800000000000004,849,177.82323,0
517,51.7,850,177.80235,0
518,51.800000000000004,850,229.89133,0
518,51.800000000000004,850,219.23608,0
517,51.7,850,202.76476,0
517,51.7,850,275.0589,0
518,51.800000000000004,850,233.92638,0
518,51.800000000000004,849,219.92274,0
518,51.800000000000004,850,198.45793,0
518,51.800000000000004,850,205.11383,0
518,51.800000000000004,850,175.85306,0
518,51.800000000000004,850,194.5982,0
518,51.800000000000004,849,253.00165,0
518,51.800000000000004,850,127.03836,0
518,51.800000000000004,850,181.65569,0
524,52.400000000000006,774,399.33032,2
518,51.800000000000004,850,143.88373,0
523,52.300000000000004,777,134.18373,2
518,51.800000000000004,850,184.13246,0
523,52.300000000000004,775,329.51675,2
517,51.7,850,216.42593,0
517,51.7,850,207.59506,0
518,51.800000000000004,850,159.36157,0
518,51.800000000000004,850,249.6732,0
517,51.7,785,382.8753,2
518,51.800000000000004,850,173.81157,0
517,51.7,787,216.54077,2
518,51.800000000000004,850,150.11902,0
518,51.800000000000004,850,174.52884,0
517,51.7,796,297.5948,2
518,51.800000000000004,850,208.20567,0
518,51.800000000000004,850,147.3148,0
517,51.7,779,214.72342,2
517,51.7,850,167.10045,0
518,51.800000000000004,780,216.00711,2
518,51.800000000000004,850,356.4093,0
519,51.900000000000006,778,398.13113,2
518,51.800000000000004,850,188.04868,0
524,52.400000000000006,773,301.62088,2
518,51.800000000000004,850,141.71053,0
523,52.300000000000004,778,431.48767,2
518,51.800000000000004,849,255.43997,0
519,51.900000000000006,776,420.40778,2
518,51.800000000000004,850,160.99994,0
518,51.800000000000004,777,201.4389,2
518,51.800000000000004,850,193.78348,0
519,51.900000000000006,777,327.88934,2
518,51.800000000000004,850,175.75168,0
523,52.300000000000004,777,416.09998,2
518,51.800000000000004,850,207.18573,0
518,51.800000000000004,850,180.82199,0
518,51.800000000000004,850,183.17651,0
517,51.7,850,133.17047,0
518,51.800000000000004,850,135.57367,0
517,51.7,850,199.89117,0
517,51.7,850,132.64227,0
518,51.800000000000004,850,138.25055,0
518,51.800000000000004,850,179.5074,0
518,51.800000000000004,850,126.70047,0
518,51.800000000000004,850,220.03079,0
518,51.800000000000004,850,140.03584,0
518,51.800000000000004,850,215.0723,0
518,51.800000000000004,850,193.14754,0
518,51.800000000000004,850,232.4691,0
517,51.7,850,255.1485,0
518,51.800000000000004,850,178.43475,0
518,51.800000000000004,850,190.6484,0
518,51.800000000000004,850,134.89743,0
518,51.800000000000004,850,219.17989,0
518,51.800000000000004,850,129.25333,0
518,51.800000000000004,850,147.9249,0
518,51.800000000000004,850,289.527,0
518,51.800000000000004,850,185.86118,0
518,51.800000000000004,850,187.71188,0
518,51.800000000000004,850,154.4349,0
518,51.800000000000004,850,170.76016,0
518,51.800000000000004,850,190.83403,0
517,51.7,850,203.03069,0
517,51.7,850,275.80652,0
518,51.800000000000004,850,214.72903,0
518,51.800000000000004,850,121.117645,0
517,51.7,850,163.10915,0
517,51.7,850,115.68246,0
517,51.7,850,139.42067,0
518,51.800000000000004,850,209.04579,0
517,51.7,850,172.1327,0
527,52.7,707,249.12144,2
518,51.800000000000004,850,237.96107,0
527,52.7,707,400.86438,2
517,51.7,850,232.96802,0
526,52.6,707,251.55762,2
517,51.7,850,184.64879,0
517,51.7,850,223.93567,0
526,52.6,707,162.84491,2
518,51.800000000000004,850,280.39944,0
517,51.7,850,154.2715,0
518,51.800000000000004,850,331.31873,0
518,51.800000000000004,850,295.6254,0
517,51.7,850,160.47704,0
517,51.7,850,234.76451,0
517,51.7,850,123.359344,0
517,51.7,850,257.84183,0
518,51.800000000000004,850,255.46425,0
527,52.7,705,189.78214,2
518,51.800000000000004,850,139.37018,0
527,52.7,704,213.91756,2
517,51.7,850,206.40062,0
527,52.7,704,351.80713,2
518,51.800000000000004,850,241.92212,0
528,52.800000000000004,703,776.52106,2
517,51.7,850,173.4759,0
528,52.800000000000004,703,373.5692,2
517,51.7,850,176.35144,0
527,52.7,702,328.5975,2
517,51.7,850,211.93301,0
527,52.7,702,307.6552,2
518,51.800000000000004,850,162.02272,0
527,52.7,701,354.1532,2
518,51.800000000000004,850,168.33267,0
527,52.7,702,407.53705,2
517,51.7,850,257.26028,0
527,52.7,701,194.69402,2
518,51.800000000000004,850,181.68121,0
527,52.7,701,282.55508,2
517,51.7,850,216.02989,0
527,52.7,701,371.8228,2
518,51.800000000000004,850,147.81978,0
528,52.800000000000004,700,501.7652,2
518,51.800000000000004,850,124.57895,0
528,52.800000000000004,700,698.50555,2
517,51.7,850,266.92645,0
528,52.800000000000004,700,438.18994,2
518,51.800000000000004,850,347.9097,0
528,52.800000000000004,700,171.67146,2
518,51.800000000000004,850,325.04974,0
528,52.800000000000004,700,500.28748,2
518,51.800000000000004,850,195.77306,0
529,52.900000000000006,700,217.76732,2
518,51.800000000000004,850,339.51434,0
528,52.800000000000004,700,132.57687,2
518,51.800000000000004,850,221.6453,0
528,52.800000000000004,699,168.40756,2
517,51.7,850,269.8064,0
528,52.800000000000004,699,141.55148,2
517,51.7,850,471.9181,0
528,52.800000000000004,699,371.3114,2
518,51.800000000000004,850,282.27197,0
528,52.800000000000004,699,209.43622,2
517,51.7,850,264.78043,0
528,52.800000000000004,698,230.91222,2
517,51.7,850,332.81177,0
529,52.900000000000006,698,182.87526,2
517,51.7,850,371.2708,0
529,52.900000000000006,698,199.34735,2
518,51.800000000000004,850,245.39307,0
530,53.0,697,397.16736,2
517,51.7,850,179.70747,0
529,52.900000000000006,697,222.89082,2
517,51.7,850,130.3282,0
530,53.0,697,374.99454,2
517,51.7,850,184.63147,0
530,53.0,696,330.24554,2
517,51.7,850,252.46983,0
529,52.900000000000006,695,380.92816,2
517,51.7,850,132.51462,0
529,52.900000000000006,694,342.82007,2
518,51.800000000000004,850,188.0859,0
530,53.0,694,248.05298,2
517,51.7,850,217.13129,0
530,53.0,694,300.83624,2
517,51.7,850,184.5504,0
530,53.0,693,184.01659,2
517,51.7,850,250.83649,0
530,53.0,693,426.2211,2
517,51.7,850,217.74753,0
531,53.1,692,174.7872,2
517,51.7,850,184.50813,0
530,53.0,692,174.13939,2
517,51.7,850,197.6342,0
530,53.0,692,121.243546,2
517,51.7,850,179.42307,0
530,53.0,691,237.54193,2
517,51.7,850,189.30663,0
530,53.0,690,217.06665,2
517,51.7,850,328.0309,0
530,53.0,690,196.8472,2
517,51.7,850,161.76378,0
530,53.0,689,145.30162,2
517,51.7,850,184.46146,0
531,53.1,689,178.53813,2
517,51.7,850,169.8747,0
531,53.1,689,354.44138,2
517,51.7,850,177.49394,0
531,53.1,688,297.33267,2
528,52.800000000000004,750,589.60736,2
517,51.7,850,180.66983,0
531,53.1,688,125.56072,2
528,52.800000000000004,749,429.33884,2
517,51.7,850,224.08566,0
531,53.1,687,213.88419,2
527,52.7,747,134.53893,2
517,51.7,850,275.86618,0
531,53.1,686,451.35187,2
527,52.7,744,479.5436,2
517,51.7,850,309.22287,0
531,53.1,686,374.91605,2
527,52.7,742,366.4449,2
517,51.7,850,176.90437,0
531,53.1,685,162.0451,2
527,52.7,739,149.88423,2
517,51.7,850,182.45546,0
531,53.1,685,206.79103,2
526,52.6,738,412.63818,2
517,51.7,850,221.58192,0
532,53.2,685,288.90173,2
526,52.6,735,606.53784,2
517,51.7,850,226.90208,0
532,53.2,685,280.53336,2
526,52.6,734,470.6953,2
517,51.7,850,438.04208,0
531,53.1,684,187.61816,2
525,52.5,732,404.23962,2
517,51.7,850,149.40984,0
531,53.1,683,337.7634,2
525,52.5,730,163.53384,2
517,51.7,850,252.88026,0
531,53.1,683,236.82132,2
524,52.400000000000006,729,160.70631,2
517,51.7,850,162.8078,0
531,53.1,682,300.80582,2
524,52.400000000000006,728,153.09392,2
517,51.7,850,173.22604,0
532,53.2,681,244.58514,2
525,52.5,728,203.86615,2
517,51.7,850,286.00793,0
533,53.300000000000004,681,304.16043,2
526,52.6,727,383.76535,2
517,51.7,850,155.31976,0
532,53.2,681,177.30646,2
526,52.6,727,202.13348,2
517,51.7,850,134.8854,0
532,53.2,680,206.7106,2
526,52.6,726,272.4849,2
517,51.7,850,162.97786,0
532,53.2,680,425.34378,2
526,52.6,725,234.59088,2
516,51.6,850,192.6061,0
532,53.2,680,257.02075,2
526,52.6,725,239.95427,2
517,51.7,850,221.26935,0
532,53.2,679,204.26813,2
526,52.6,724,219.10684,2
517,51.7,850,147.96815,0
532,53.2,678,257.28888,2
526,52.6,723,260.46228,2
517,51.7,850,133.70203,0
533,53.300000000000004,679,288.7027,2
526,52.6,721,303.33273,2
517,51.7,850,216.29266,0
533,53.300000000000004,677,423.0561,2
526,52.6,721,232.09016,2
517,51.7,850,211.89008,0
533,53.300000000000004,676,398.79416,2
517,51.7,850,189.82727,0
533,53.300000000000004,675,532.51605,2
517,51.7,850,255.88379,0
533,53.300000000000004,675,453.36682,2
517,51.7,850,354.68002,0
534,53.400000000000006,675,435.33286,2
517,51.7,850,145.96794,0
534,53.400000000000006,673,233.16144,2
517,51.7,850,181.9542,0
535,53.5,672,320.37457,2
517,51.7,850,154.34824,0
535,53.5,672,260.068,2
517,51.7,850,172.49762,0
535,53.5,671,276.47327,2
526,52.6,719,474.98166,2
517,51.7,850,225.16112,0
536,53.6,670,216.25452,2
526,52.6,719,349.86322,2
517,51.7,850,215.03073,0
536,53.6,670,251.25827,2
526,52.6,719,445.31604,2
517,51.7,850,271.7084,0
536,53.6,669,208.3876,2
526,52.6,719,302.34222,2
517,51.7,850,187.52327,0
536,53.6,668,180.67802,2
525,52.5,719,410.4504,2
517,51.7,850,341.39798,0
535,53.5,668,268.48727,2
526,52.6,719,346.729,2
517,51.7,850,128.40826,0
535,53.5,668,324.13406,2
525,52.5,719,250.41853,2
517,51.7,850,218.4402,0
535,53.5,667,356.3495,2
525,52.5,719,323.08734,2
517,51.7,850,173.68309,0
536,53.6,666,276.06042,2
525,52.5,718,137.40018,2
517,51.7,850,147.49818,0
536,53.6,665,377.99255,2
525,52.5,719,235.93805,2
517,51.7,850,227.08514,0
537,53.7,665,282.49484,2
525,52.5,719,194.85146,2
517,51.7,850,194.71173,0
537,53.7,664,300.02206,2
525,52.5,719,168.73198,2
517,51.7,850,303.54852,0
537,53.7,663,466.2809,2
525,52.5,719,363.40686,2
517,51.7,850,193.07544,0
537,53.7,663,218.04938,2
525,52.5,719,258.11905,2
517,51.7,850,169.3934,0
537,53.7,662,404.39798,2
517,51.7,850,237.1789,0
537,53.7,661,217.06952,2
517,51.7,850,156.55281,0
537,53.7,661,412.08612,2
537,53.7,661,412.08612,2
517,51.7,850,177.7542,0
538,53.800000000000004,660,256.46286,2
537,53.7,660,256.46286,2
517,51.7,850,192.46442,0
538,53.800000000000004,658,442.39096,2
538,53.800000000000004,659,442.39096,2
517,51.7,850,135.77116,0
539,53.900000000000006,658,307.83377,2
539,53.900000000000006,658,307.83377,2
517,51.7,850,139.9857,0
538,53.800000000000004,657,267.17932,2
539,53.900000000000006,656,267.17932,2
517,51.7,850,161.61153,0
540,54.0,655,345.1742,2
540,54.0,655,345.1742,2
526,52.6,720,338.68094,2
517,51.7,850,135.10918,0
540,54.0,654,320.86243,2
526,52.6,720,447.7647,2
517,51.7,850,166.86577,0
540,54.0,653,225.67474,2
526,52.6,720,569.89703,2
517,51.7,850,138.41382,0
540,54.0,652,268.35944,2
526,52.6,721,417.98328,2
517,51.7,850,215.3176,0
540,54.0,651,263.95667,2
526,52.6,722,347.19742,2
526,52.6,719,335.02344,2
517,51.7,850,171.6559,0
542,54.2,650,302.132,2
526,52.6,722,320.1589,2
526,52.6,720,320.1589,2
517,51.7,850,269.84595,0
541,54.1,649,260.9632,2
526,52.6,723,307.49078,2
526,52.6,720,307.49078,2
517,51.7,850,189.85199,0
542,54.2,648,334.33167,2
526,52.6,723,283.76123,2
526,52.6,720,283.76123,2
517,51.7,850,142.9247,0
542,54.2,647,222.91139,2
526,52.6,725,238.71295,2
525,52.5,720,230.33643,2
517,51.7,850,145.58134,0
542,54.2,646,460.5459,2
525,52.5,724,310.9023,2
525,52.5,721,299.49393,2
517,51.7,850,275.46277,0
525,52.5,725,345.91336,2
543,54.300000000000004,646,300.08444,2
517,51.7,850,166.72888,0
526,52.6,725,252.22835,2
526,52.6,722,253.47583,2
543,54.300000000000004,644,144.27763,2
517,51.7,850,166.58008,0
526,52.6,726,223.30678,2
543,54.300000000000004,643,273.95447,2
517,51.7,850,173.80751,0
526,52.6,726,359.1942,2
544,54.400000000000006,640,289.58893,2
517,51.7,850,236.90744,0
526,52.6,727,332.23303,2
544,54.400000000000006,639,257.671,2
517,51.7,850,245.33954,0
526,52.6,727,460.97635,2
545,54.5,638,442.16992,2
517,51.7,850,186.07071,0
526,52.6,729,529.3294,2
545,54.5,636,445.3537,2
516,51.6,850,184.56746,0
526,52.6,730,460.6568,2
545,54.5,634,447.70258,2
517,51.7,850,137.17442,0
526,52.6,730,519.0591,2
546,54.6,633,443.8763,2
517,51.7,850,215.67484,0
526,52.6,731,363.70203,2
546,54.6,631,372.22406,2
517,51.7,850,251.34071,0
526,52.6,731,342.30518,2
547,54.7,630,689.8466,2
517,51.7,850,175.38501,0
526,52.6,732,185.49982,2
547,54.7,629,450.3062,2
516,51.6,850,139.62267,0
526,52.6,732,195.20361,2
547,54.7,627,399.2488,2
517,51.7,850,158.55226,0
526,52.6,732,193.34386,2
548,54.800000000000004,625,341.348,2
517,51.7,850,190.34883,0
526,52.6,732,217.05215,2
549,54.900000000000006,623,245.133,2
517,51.7,850,177.15121,0
526,52.6,732,370.87317,2
550,55.0,620,318.1739,2
517,51.7,850,164.16713,0
526,52.6,732,217.67563,2
550,55.0,618,316.15033,2
517,51.7,850,369.86304,0
526,52.6,732,278.8036,2
551,55.1,615,237.15115,2
517,51.7,850,371.42377,0
526,52.6,732,178.35638,2
552,55.2,612,142.52797,2
517,51.7,850,159.99579,0
526,52.6,732,271.2754,2
551,55.1,609,321.2966,2
517,51.7,850,254.34521,0
526,52.6,732,588.3755,2
553,55.300000000000004,607,208.26918,2
517,51.7,850,235.47296,0
